row_no,name,trade,qty,rate,amount,advance,total,_source_file,_folder,_project,deductions,net
1,Asif Sheikh,Mason,PKR 22,900.0,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,"19,800/-"
2,Sajid Qureshi,Site Engineer,22,2500.0,,,55000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,55000
3,Bilal Sheikh,Helper,25,600.0,,,15000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,PKR 0,15000
4,Muhammad Malik,Mason,28,900.0,,,25200.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,,25200
5,Zahid Qureshi,Mason,16,900.0,,,14400.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,14400
6,Zahid Malik,Plumber,28,1100.0,,,30800.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,30800
7,Farooq Raza,Carpenter,23,1000.0,,,23000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,23000
8,Arif Ali,Helper,16/-,600.0,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,2880,6720
9,Javed Qureshi,Carpenter,22,1000.0,,,22000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,22000
10,Muhammad Mirza,Supervisor,17,1800.0,,,30600.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,"PKR 30,600"
11,Muhammad Ali,Plumber,20,1100.0,,,22000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,11000,11000
12,Bilal Chaudhry,Painter,PKR 14,,,,11900.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,5950,
13,Zahid Khan,Welder,20,1100.0,,,22000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,22000
14,Ahmad Raza,Helper,27,600.0,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,16200
15,Muhammad Qureshi,Site Engineer,22,,,,55000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,55000
16,Bilal Khan,Welder,14/-,1100.0,,,15400.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,7700,7700
,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,,Sub-total
17,Nasir Ali,Mason,24,900.0,,,21600.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,6480,15120
18,Arif Raza,Security Guard,18,700.0,,,12600.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,12600
19,Bilal Butt,Carpenter,24,1000.0,,,24000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,,24000
20,Tariq Butt,Mason,21,900.0,,,18900.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,5670,13230
21,Usman Qureshi,Welder,21,1100.0,,,23100.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,6930,16170
22,Bilal Chaudhry,Plumber,25,1100.0,,,27500.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,27500
23,Sajid Qureshi,Painter,24,850.0,,,20400.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,20400
24,Farooq Ansari,Welder,14,1100.0,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,0,15400
25,Rizwan Khan,Plumber,20,1100.0,,,22000.0,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,11000,
,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_APTS_Labour_Mar2016.xlsx,labour_wages,SATTI_APTS,Approved:,
Month: March 2017,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,,
1,Sajid Chaudhry,Welder,15,1100.0,,,16500.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,4950,11550
2,Nasir Butt,Plumber,24,1100.0,,,26400.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,0,26400
3,Sajid Qureshi,Plumber,23,1100.0,,,25300.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,0,25300
4,Javed Chaudhry,Mason,28,900.0,,,25200.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,12600,12600
5,Tariq Chaudhry,Site Engineer,24,,,,60000.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,0,60000
6,Arif Ali,Helper,18,600.0,,,10800.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,3240,7560
7,Usman Sheikh,Plumber,18,1100.0,,,19800.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,5940,13860
8,Rizwan Sheikh,Painter,14,850.0,,,11900.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,0,"11,900/-"
9,Hamid Sheikh,Supervisor,PKR 14,1800.0,,,25200.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,7560,17640
10,Javed Ali,Supervisor,20,1800.0,,,36000.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,0,36000
11,Bilal Ansari,Welder,15,1100.0,,,16500.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,PKR 0,16500
,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,,Sub-total
12,Asif Raza,Carpenter,25,1000.0,,,25000.0,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,"PKR 12,500",12500
,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_APTS_Labour_Mar2017.xlsx,labour_wages,SATTI_APTS,Approved:,
Month: March 2018,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
1,Nasir Butt,Security Guard,22,700.0,15400.0,0.0,15400.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
2,Nasir Malik,Supervisor,25/-,1800.0,45000.0,13500.0,31500.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
3,Sajid Chaudhry,Plumber,21,1100.0,23100.0,0.0,23100.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
4,Tariq Ali,Plumber,16,1100.0,17600.0,8800.0,8800.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
5,Sajid Qureshi,Electrician,20,1200.0,24000.0,7200.0,16800.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
6,Zahid Qureshi,Security Guard,17,700.0,11900.0,3570.0,8330.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
7,Hamid Qureshi,Helper,15/-,600.0,,0.0,9000.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
8,Farooq Butt,Mason,,900.0,12600.0,3780.0,8820.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
9,Kamran Ansari,Helper,14,600.0,8400.0,0.0,8400.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
10,Sajid Chaudhry,Electrician,28,1200.0,33600.0,10080.0,23520.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
11,Hamid Malik,Electrician,15,1200.0,18000.0,5400.0,12600.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
12,Javed Malik,Mason,20,900.0,18000.0,0.0,18000.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
13,Javed Qureshi,Welder,26,1100.0,28600.0,0.0,28600.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
14,Ahmad Ali,Mason,23,900.0,20700.0,0.0,20700.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
15,Kamran Ansari,Plumber,25,1100.0,27500.0,8250.0,19250.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
16,Zahid Chaudhry,Supervisor,24,1800.0,43200.0,0.0,43200.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
17,Usman Butt,Supervisor,21,1800.0,37800.0,11340.0,26460.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
18,Arif Sheikh,Security Guard,PKR 27,700.0,18900.0,0.0,18900.0,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
,,,,,,,,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_APTS_Labour_Mar2018.xlsx,labour_wages,SATTI_APTS,,
Month: September 2015,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
1,Bilal Ansari,Electrician,14/-,1200.0,16800.0,0.0,16800.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
2,Sajid Sheikh,Painter,17,850.0,14450.0,0.0,14450.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
3,Bilal Mirza,Site Engineer,24,2500.0,60000.0,,60000.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
4,Kamran Ansari,Site Engineer,25,2500.0,62500.0,0.0,62500.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
5,Arif Butt,Welder,17,1100.0,18700.0,0.0,18700.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
6,Asif Sheikh,Mason,15,900.0,13500.0,0.0,13500.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
7,Usman Ansari,Helper,17/-,600.0,10200.0,0.0,10200.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
8,Nasir Sheikh,Welder,16,1100.0,17600.0,5280.0,12320.0,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_APTS_Labour_Sep2015.xlsx,labour_wages,SATTI_APTS,,
Month: September 2016,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,,
1,Ahmad Ali,Painter,23,850.0,,,19550.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,19550
2,Kamran Raza,Painter,21,850.0,,,17850.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,TBD,17850
,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,,Sub-total
3,Kamran Qureshi,Supervisor,28,1800.0,,,50400.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,15120,35280
4,Asif Butt,Welder,20,1100.0,,,22000.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,22000
5,Usman Butt,Electrician,23,1200.0,,,27600.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,TBD
6,Asif Malik,Site Engineer,TBD,2500.0,,,45000.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,45000
7,Arif Khan,Painter,15,850.0,,,12750.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,12750
8,Bilal Qureshi,Supervisor,14,1800.0,,,25200.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,25200
9,Nasir Malik,Painter,25,850.0,,,21250.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,"21,250/-"
10,Usman Chaudhry,Plumber,19,1100.0,,,20900.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,20900
11,Kamran Ansari,Painter,25,850.0,,,21250.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,21250
12,Hamid Chaudhry,Plumber,21,1100.0,,,23100.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,"11,550/-",11550
13,Muhammad Mirza,Supervisor,21,1800.0,,,37800.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,"18,900/-",18900
14,Farooq Malik,Electrician,19,1200.0,,,22800.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,22800
15,Farooq Malik,Painter,21,850.0,,,17850.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,17850
16,Muhammad Malik,Mason,25,900.0,,,22500.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,22500
17,Tariq Malik,Plumber,PKR 16,1100.0,,,17600.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0/-,17600
18,Asif Raza,Welder,22,1100.0,,,24200.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,24200
19,Rizwan Malik,Electrician,23,1200.0,,,27600.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,27600
20,Sajid Qureshi,Site Engineer,14,2500.0,,,35000.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,10500,"PKR 24,500"
21,Hamid Ansari,Mason,28/-,900.0,,,25200.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,"12,600/-","12,600/-"
22,Nasir Butt,Plumber,15,1100.0,,,16500.0,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,0,16500
,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_APTS_Labour_Sep2016.xlsx,labour_wages,SATTI_APTS,Approved:,
Month: September 2017,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
1,Rizwan Sheikh,Helper,25,600.0,15000.0,4500.0,10500.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
2,Sajid Malik,Security Guard,22,700.0,15400.0,0.0,15400.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
3,Sajid Sheikh,Site Engineer,24,2500.0,60000.0,,42000.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
4,Farooq Malik,Plumber,24,1100.0,26400.0,0.0,26400.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
5,Javed Malik,Plumber,17,1100.0,,9350.0,9350.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
6,Rizwan Malik,Security Guard,21,700.0,14700.0,7350.0,7350.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
7,Usman Khan,Helper,17,600.0,10200.0,0.0,10200.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
8,Bilal Malik,Mason,20,900.0,18000.0,5400.0,,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
9,Farooq Khan,Mason,27,900.0,24300.0,0.0,24300.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
10,Bilal Khan,Security Guard,14,700.0,9800.0,0.0,9800.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
11,Hamid Ansari,Carpenter,28,1000.0,28000.0,14000.0,14000.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
12,Sajid Qureshi,Plumber,PKR 22,,24200.0,12100.0,12100.0,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
,,,,,,,,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_APTS_Labour_Sep2017.xlsx,labour_wages,SATTI_APTS,,
Month: August 2006,,,,,,,,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,,
1,Bilal Raza,Mason,28,900.0,,,25200.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,25200
2,Arif Butt,Carpenter,17,1000.0,,,,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,8500,"8,500/-"
3,Usman Qureshi,Security Guard,28,,,,19600.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,19600
4,Nasir Qureshi,Security Guard,18,700.0,,,12600.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,3780,8820
5,Sajid Butt,Carpenter,25,1000.0,,,25000.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,25000
,,,,,,,,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,,Sub-total
6,Muhammad Qureshi,Site Engineer,20,,,,50000.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,TBD
7,Muhammad Raza,Security Guard,TBD,700.0,,,,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,18900
8,Usman Raza,Security Guard,15/-,700.0,,,10500.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0/-,"PKR 10,500"
9,Rizwan Ali,Mason,14,900.0,,,12600.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,"12,600/-"
10,Ahmad Qureshi,Security Guard,22,700.0,,,15400.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,15400
11,Kamran Chaudhry,Painter,24,850.0,,,20400.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,6120,14280
12,Javed Qureshi,Electrician,14,1200.0,,,16800.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,8400,8400
13,Arif Raza,Site Engineer,PKR 20,2500.0,,,50000.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,0,50000
14,Farooq Sheikh,Supervisor,17,1800.0,,,30600.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,15300,15300
15,Rizwan Ali,Welder,TBD,1100.0,,,19800.0,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,9900,9900
,,,,,,,,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_Aug2006.xlsx,labour_wages,SATTI_MALL,Approved:,
Month: August 2007,,,,,,,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
1,Asif Malik,Mason,22,900.0,19800.0,9900.0,9900.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
2,Nasir Chaudhry,Supervisor,17,1800.0,30600.0,0.0,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
3,Javed Qureshi,Painter,16/-,,,4080.0,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
4,Javed Butt,Carpenter,,,14000.0,0.0,14000.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
5,Bilal Raza,Welder,15,1100.0,16500.0,8250.0,8250.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
6,Ahmad Khan,Electrician,17,1200.0,20400.0,0.0,20400.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
7,Nasir Sheikh,Helper,17,600.0,10200.0,,10200.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
8,Ahmad Mirza,Carpenter,24,1000.0,24000.0,12000.0,12000.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
9,Asif Khan,Plumber,14,1100.0,15400.0,0.0,15400.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
10,Zahid Ali,Supervisor,16,1800.0,28800.0,0.0,28800.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
11,Zahid Ali,Mason,,900.0,20700.0,0.0,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
12,Tariq Ansari,Carpenter,19,1000.0,19000.0,0.0,19000.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
13,Farooq Khan,Electrician,26,1200.0,31200.0,0.0,31200.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
14,Hamid Qureshi,Carpenter,16,1000.0,16000.0,0.0,16000.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
15,Usman Ansari,Painter,16,850.0,13600.0,0.0,13600.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
16,Muhammad Ansari,Welder,22,1100.0,24200.0,12100.0,12100.0,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_Aug2007.xlsx,labour_wages,SATTI_MALL,,
Month: February 2007,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
1,Nasir Chaudhry,Helper,24,,14400.0,0.0,14400.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
2,Bilal Ansari,Painter,18,850.0,15300.0,0.0,15300.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
3,Rizwan Ali,Carpenter,24,1000.0,24000.0,7200.0,16800.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
4,Arif Chaudhry,Painter,23,850.0,,9775.0,9775.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
5,Hamid Chaudhry,Helper,18,600.0,10800.0,0.0,10800.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
6,Farooq Malik,Electrician,27,1200.0,32400.0,0.0,32400.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
7,Muhammad Butt,Site Engineer,25,2500.0,62500.0,0.0,62500.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
8,Tariq Ansari,Helper,,600.0,16800.0,0.0,16800.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
9,Nasir Mirza,Security Guard,28,700.0,19600.0,5880.0,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
10,Usman Ansari,Carpenter,14,1000.0,14000.0,0.0,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
11,Farooq Raza,Site Engineer,18,2500.0,45000.0,0.0,45000.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
12,Muhammad Malik,Welder,26,1100.0,28600.0,0.0,28600.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
13,Muhammad Malik,Site Engineer,28,2500.0,70000.0,21000.0,49000.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
14,Rizwan Mirza,Site Engineer,25,2500.0,62500.0,0.0,62500.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
15,Javed Sheikh,Plumber,25,1100.0,27500.0,,13750.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
16,Zahid Chaudhry,Electrician,15,1200.0,18000.0,0.0,18000.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
17,Muhammad Sheikh,Plumber,27,1100.0,29700.0,14850.0,14850.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
18,Arif Ansari,Welder,17,1100.0,18700.0,0.0,18700.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
19,Sajid Raza,Mason,19,900.0,17100.0,0.0,17100.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
